# Program:featureCounts v2.0.6; Command:"featureCounts" "-a" "./Fixed_analysis/mm10.refGene.gtf" "-o" "./Fixed_analysis/3_31_25_FIxed_FeatureCounts/mT5-RNAseq_gene_counts_fixed.txt" "-t" "exon" "-g" "gene_id" "-T" "8" "-p" "-s" "0" "--ignoreDup" "./Fixed_analysis/3_31_25_FIxed_FeatureCounts/Marked_BAM_FromFixedAlign/mT5_Kras242_S117.marked.bam" "./Fixed_analysis/3_31_25_FIxed_FeatureCounts/Marked_BAM_FromFixedAlign/mT5_Kras467_S118.marked.bam" "./Fixed_analysis/3_31_25_FIxed_FeatureCounts/Marked_BAM_FromFixedAlign/mT5_Rac1_11_S119.marked.bam" "./Fixed_analysis/3_31_25_FIxed_FeatureCounts/Marked_BAM_FromFixedAlign/mT5_Rac1_14_S120.marked.bam" "./Fixed_analysis/3_31_25_FIxed_FeatureCounts/Marked_BAM_FromFixedAlign/mT5_Ren2_S125.marked.bam" "./Fixed_analysis/3_31_25_FIxed_FeatureCounts/Marked_BAM_FromFixedAlign/mT5_Ren_S116.marked.bam" 
Geneid	Chr	Start	End	Strand	Length	./Fixed_analysis/3_31_25_FIxed_FeatureCounts/Marked_BAM_FromFixedAlign/mT5_Kras242_S117.marked.bam	./Fixed_analysis/3_31_25_FIxed_FeatureCounts/Marked_BAM_FromFixedAlign/mT5_Kras467_S118.marked.bam	./Fixed_analysis/3_31_25_FIxed_FeatureCounts/Marked_BAM_FromFixedAlign/mT5_Rac1_11_S119.marked.bam	./Fixed_analysis/3_31_25_FIxed_FeatureCounts/Marked_BAM_FromFixedAlign/mT5_Rac1_14_S120.marked.bam	./Fixed_analysis/3_31_25_FIxed_FeatureCounts/Marked_BAM_FromFixedAlign/mT5_Ren2_S125.marked.bam	./Fixed_analysis/3_31_25_FIxed_FeatureCounts/Marked_BAM_FromFixedAlign/mT5_Ren_S116.marked.bam
Sntg1	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	8359739;8359739;8359739;8359739;8414203;8414203;8414203;8414203;8445027;8445027;8445027;8445027;8447980;8447980;8447980;8447980;8463394;8463394;8463394;8463394;8465437;8465437;8465437;8465437;8554725;8554725;8554725;8554725;8583205;8583205;8583205;8583205;8595412;8595412;8595412;8607070;8607070;8607070;8624779;8624779;8624779;8624779;8677807;8677807;8677807;8677807;8677937;8677937;8677937;8677937;8679073;8679073;8679073;8679073;8681973;8681973;8681973;8681973;8782763;8782763;8782763;8782763;8803917;8803917;8803917;8803917;8882161;8882161;8999186;8999186;8999186;8999186;9203179;9203179;9203179;9203179;9298133;9298133;9298133;9298133	8363633;8363633;8363633;8363633;8414313;8414313;8414313;8414313;8445119;8445119;8445119;8445119;8448132;8448132;8448132;8448132;8463465;8463465;8463465;8463465;8465553;8465553;8465553;8465553;8554763;8554763;8554763;8554763;8583334;8583334;8583334;8583334;8595542;8595542;8595542;8607152;8607152;8607152;8624881;8624881;8624881;8624881;8677848;8677848;8677848;8677848;8677980;8677980;8677980;8677977;8679130;8679130;8679130;8679130;8682029;8682029;8682029;8682029;8782897;8782897;8782897;8782897;8803970;8803970;8803970;8803970;8882214;8882214;8999249;8999249;8999249;8999249;9203260;9203260;9203260;9203260;9299877;9299877;9299877;9299877	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7262	9	45	2	0	2	8
Nt5c3	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	56882401;56882402;56882402;56883675;56883675;56883675;56884709;56884709;56884709;56886664;56886664;56886664;56888323;56888323;56888323;56889463;56889463;56889463;56891492;56891492;56891492;56892790;56892790;56892790;56897775;56897775;56901838;56923672;56923672	56883058;56883058;56883058;56883875;56883875;56883875;56884871;56884871;56884871;56886753;56886753;56886753;56888408;56888408;56888408;56889509;56889509;56889509;56891561;56891561;56891561;56892888;56892888;56892888;56897829;56897829;56901886;56923932;56923932	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1779	6257	5445	7001	8711	7538	9009
Duoxa1	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	122303549;122304626;122305063;122305554;122306311;122306680;122307891;122312932;122313399;122313670	122303998;122304843;122305276;122305688;122306368;122306863;122307950;122313048;122313444;122313730	-;-;-;-;-;-;-;-;-;-	1543	13	14	26	55	0	9
Carmil2	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	105686274;105686560;105686746;105687369;105687553;105687784;105688070;105688258;105688465;105688624;105688795;105688964;105689136;105689344;105689552;105689724;105689999;105690183;105690378;105690557;105690747;105691083;105691327;105692301;105692517;105692803;105693038;105693256;105693525;105694014;105695025;105695208;105695652;105696861;105697024;105697217;105697561;105697868;105698031	105686313;105686651;105686796;105687431;105687677;105687875;105688140;105688331;105688540;105688712;105688889;105689050;105689248;105689421;105689628;105689828;105690068;105690264;105690474;105690614;105690919;105691245;105691425;105692429;105692630;105692963;105693125;105693396;105693591;105694249;105695125;105695568;105695774;105696897;105697095;105697438;105697641;105697945;105698194	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4245	110	98	129	275	483	472
G6pd2	chr5	61808843	61810477	+	1635	11	2	2	2	7	6
Snu13	chr15;chr15;chr15	82041345;82043897;82047487	82042368;82044017;82047598	-;-;-	1257	7532	8213	6229	9372	9382	12314
Tnc	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	63959785;63959789;63959789;63959789;63959789;63961987;63961987;63961987;63961987;63961987;63964598;63964598;63964598;63964598;63964598;63965584;63965584;63965584;63965584;63965584;63966511;63966511;63966511;63966511;63966511;63967217;63967217;63967217;63967217;63967217;63970314;63970314;63970314;63970314;63970314;63971158;63971158;63971158;63971158;63971158;63972678;63972678;63972678;63972678;63972678;63975202;63975202;63975202;63975202;63975202;63976446;63976446;63976446;63976446;63976446;63982651;63982651;63982651;63984460;63993027;63993027;63993027;63993027;63995541;63995541;63995541;63995541;63999913;63999913;63999913;63999913;64000698;64000698;64000698;64000698;64006246;64006246;64006246;64006246;64006246;64007348;64007348;64007348;64007348;64007348;64007682;64007682;64007682;64007682;64007682;64008614;64008614;64008614;64008614;64008614;64013068;64013068;64013068;64013068;64013068;64013929;64013929;64013929;64013929;64013929;64014895;64014895;64014895;64014895;64014895;64016831;64016831;64016831;64016831;64016831;64020144;64020144;64020144;64020144;64046749;64046749;64046749;64046749;64046749	63960543;63960543;63960543;63960543;63960543;63962150;63962150;63962150;63962150;63962150;63964759;63964759;63964759;63964759;63964759;63965680;63965680;63965680;63965680;63965680;63966662;63966662;63966662;63966662;63966662;63967349;63967349;63967349;63967349;63967349;63970444;63970444;63970444;63970444;63970444;63971301;63971301;63971301;63971301;63971301;63972797;63972797;63972797;63972797;63972797;63975345;63975345;63975345;63975345;63975345;63976568;63976568;63976568;63976568;63976568;63982923;63982923;63982923;63984732;63993299;63993299;63993299;63993299;63995813;63995813;63995813;63995813;64000185;64000185;64000185;64000185;64000970;64000970;64000970;64000970;64006509;64006509;64006509;64006509;64006509;64007437;64007437;64007437;64007437;64007437;64007867;64007867;64007867;64007867;64007867;64008883;64008883;64008883;64008883;64008883;64013224;64013224;64013224;64013224;64013224;64014044;64014044;64014044;64014044;64014044;64015158;64015158;64015158;64015158;64015158;64018240;64018240;64018240;64018240;64018240;64020725;64020725;64020725;64020725;64046936;64046936;64046936;64046936;64047015	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7373	58	188	117	37	57	67
Fto	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	91313525;91401807;91409223;91441663;91468317;91474309;91485159;91522772;91666282	91313620;91401884;91409841;91441806;91468396;91474452;91485278;91522896;91668433	+;+;+;+;+;+;+;+;+	3558	1484	2081	2303	3119	2993	2461
Atp6v1d	chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12	78842982;78845226;78847767;78848396;78849740;78850472;78852265;78857227;78861419	78843610;78845304;78847833;78848499;78849784;78850539;78852344;78857344;78861638	-;-;-;-;-;-;-;-;-	1410	9146	10778	6780	10439	8939	10998
Glt8d2	chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10	82650433;82652868;82654682;82659513;82660730;82662166;82664625;82670278;82672057;82690489	82651518;82652980;82654848;82659625;82660814;82662283;82664796;82670370;82672100;82690650	-;-;-;-;-;-;-;-;-;-	2153	16	8	38	51	99	105
Rrp7a	chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15	83115846;83117549;83118077;83118489;83119185;83119892;83119892;83121832;83121832;83122662;83122662	83116971;83117747;83118174;83119302;83119302;83120017;83120017;83121974;83121974;83122801;83122801	-;-;-;-;-;-;-;-;-;-;-	2646	2544	3147	2739	3744	4335	4330
Pgam5	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	110259135;110259135;110265512;110265512;110265740;110265740;110265911;110265911;110267087;110267087;110269652;110269652	110260437;110260437;110265645;110265642;110265828;110265828;110266036;110266036;110267265;110267265;110269899;110269899	-;-;-;-;-;-;-;-;-;-;-;-	2079	2894	3974	2493	3221	3890	4919
Apcs	chr1;chr1	172893961;172894821	172894710;172895054	-;-	984	8	0	54	60	4	2
Khdrbs1	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	129703169;129712104;129713389;129713815;129715996;129719083;129719083;129720039;129720039;129720652;129720652;129722645;129722645;129725576;129725576;129727555;129727555;129730201;129730201;129741779;129741779	129704060;129712184;129713448;129716186;129716186;129719141;129719141;129720106;129720106;129720853;129720853;129722778;129722778;129725722;129725722;129727671;129727671;129730325;129730325;129742303;129742303	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4782	4794	5609	6040	8456	7131	6566
Pdlim1	chr19;chr19;chr19;chr19;chr19;chr19;chr19	40222239;40223051;40230507;40243406;40249619;40251910;40271346	40222771;40223168;40230658;40243599;40249703;40252061;40271616	-;-;-;-;-;-;-	1505	1705	2800	2749	3334	2910	2619
Bysl	chr17;chr17;chr17;chr17;chr17;chr17;chr17	47599331;47602392;47602638;47603856;47604255;47606839;47610907	47601898;47602494;47602798;47603989;47604393;47607001;47611492	-;-;-;-;-;-;-	3854	827	873	772	1248	1795	1804
Mir6912	chr10	80609260	80609329	+	70	3	3	1	4	7	4
Gsto1	chr19;chr19;chr19;chr19;chr19;chr19	47854973;47855215;47857859;47859432;47863379;47864297	47855122;47855323;47858081;47859530;47863482;47864788	+;+;+;+;+;+	1177	28933	32761	25329	34010	18964	24302
Sh2d1a	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	42502565;42502565;42502565;42502565;42505322;42507725;42515287;42515287;42515287;42515287;42520643;42520643;42520643;42520643;42520643;42521715;42521715;42521715;42521715;42521715	42502859;42502850;42502859;42502859;42505347;42507778;42515350;42515350;42515350;42515350;42520784;42520784;42520784;42520784;42520784;42522095;42522095;42522095;42522095;42522095	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	962	0	0	0	0	1	0
Isg15	chr4;chr4	156199424;156200706	156200066;156200818	-;-	756	1131	3341	2003	2919	377	321
Clec3b	chr9;chr9;chr9	123150946;123154417;123156747	123151152;123154515;123157432	+;+;+	992	2	0	8	8	2	6
Tlr6	chr5;chr5;chr5;chr5	64953106;64953106;64959934;64960023	64955593;64955593;64960048;64960048	-;-;-;-	2603	11	0	22	16	23	6
Tbpl1	chr10;chr10;chr10;chr10;chr10;chr10;chr10	22703877;22707589;22707771;22709146;22709357;22711914;22731116	22705895;22707683;22707874;22709209;22709439;22712091;22731447	-;-;-;-;-;-;-	2875	5364	6009	2995	6364	4689	5633
Col5a3	chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9	20770057;20770057;20771071;20771071;20771587;20771587;20772108;20772108;20772305;20772305;20773085;20773085;20773894;20773894;20774014;20774014;20774316;20774316;20774561;20774561;20775031;20775031;20775233;20775233;20775466;20775466;20775834;20775834;20776092;20776092;20776313;20776313;20776992;20776992;20778477;20778477;20778665;20778665;20778801;20778801;20779016;20779016;20779901;20779901;20781808;20781808;20782487;20782487;20782625;20782625;20783484;20783484;20784669;20784669;20785146;20785146;20785373;20785373;20785573;20785573;20786199;20786199;20786351;20786351;20787090;20787090;20787261;20787261;20787531;20787531;20788551;20788551;20792645;20792645;20793510;20793510;20793711;20793711;20793947;20793947;20795657;20795657;20795810;20795810;20795950;20795950;20797222;20797222;20797383;20797383;20797574;20797574;20798418;20798418;20798589;20798589;20799036;20799036;20799260;20799260;20799409;20799409;20800243;20800243;20801068;20801068;20801216;20801216;20801767;20801767;20801944;20801944;20802458;20802458;20803007;20803007;20803120;20803120;20804637;20804637;20804870;20804870;20807605;20807605;20808360;20808360;20809440;20809440;20809665;20809665;20809940;20809940;20814866;20814866	20770978;20770978;20771310;20771310;20771655;20771655;20772220;20772220;20772503;20772503;20773138;20773138;20773929;20773929;20774067;20774067;20774423;20774423;20774614;20774614;20775084;20775084;20775340;20775340;20775519;20775519;20775887;20775887;20776145;20776145;20776366;20776366;20777099;20777099;20778530;20778530;20778718;20778718;20778854;20778854;20779069;20779069;20780008;20780008;20781861;20781861;20782540;20782540;20782732;20782732;20783591;20783591;20784722;20784722;20785235;20785235;20785480;20785480;20785626;20785626;20786252;20786252;20786404;20786404;20787134;20787134;20787314;20787314;20787575;20787575;20788604;20788604;20792698;20792698;20793617;20793617;20793764;20793764;20793991;20793991;20795710;20795710;20795854;20795854;20796003;20796003;20797266;20797266;20797436;20797436;20797618;20797618;20798471;20798471;20798633;20798633;20799089;20799089;20799313;20799313;20799462;20799462;20800296;20800296;20801121;20801121;20801272;20801272;20801850;20801850;20802018;20802018;20802520;20802520;20803048;20803048;20803167;20803167;20804777;20804777;20804983;20804983;20807754;20807754;20808464;20808464;20809596;20809596;20809854;20809854;20810098;20810101;20815067;20815067	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6112	0	0	0	0	5	2
Ets2	chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16	95702407;95706421;95709772;95711656;95712086;95714337;95714967;95716034;95717848;95718923	95702644;95706492;95709883;95711775;95712286;95714420;95715185;95716297;95717966;95721049	+;+;+;+;+;+;+;+;+;+	3556	3304	2933	5268	7072	3314	3404
Cops4	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	100518309;100518309;100518309;100524011;100527974;100527974;100528539;100528539;100528539;100530047;100530047;100530047;100533242;100533242;100533242;100533512;100533512;100533512;100537298;100537298;100537298;100541537;100541537;100541537;100543839;100543839;100543839;100547304;100547304;100547304	100518550;100518550;100518550;100524077;100528053;100528053;100528690;100528690;100528690;100530150;100530150;100530150;100533395;100533395;100533395;100533662;100533662;100533662;100537468;100537468;100537468;100541652;100541652;100541652;100543923;100543923;100543923;100547802;100547802;100547802	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1821	9728	12527	9089	12179	14664	17205
Taf2	chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15	55015129;55022202;55027172;55028318;55031046;55034163;55036518;55038239;55040363;55043109;55045736;55047418;55048226;55048627;55049395;55052116;55054234;55055787;55058799;55059903;55062053;55062993;55064588;55065860;55071393;55071847	55016601;55022324;55027277;55028547;55031155;55034232;55036657;55038432;55040473;55043249;55045988;55047483;55048335;55048741;55049549;55052251;55054319;55055886;55058912;55060087;55062284;55063134;55064706;55066020;55071447;55072152	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5033	3806	3988	3309	5510	7154	6680
Gm7244	chr9;chr9	31271401;31274741	31271473;31275385	+;+	718	2	0	2	0	4	2
Mir214	chr1	162223368	162223477	+	110	0	0	0	0	0	0
Rps3	chr7;chr7;chr7;chr7;chr7;chr7;chr7	99477896;99479274;99479876;99481697;99482261;99482570;99483592	99478951;99479470;99480063;99481791;99482354;99482700;99483709	-;-;-;-;-;-;-	1879	64040	56971	68978	74173	76356	82286
Ccl2	chr11;chr11;chr11	82035577;82036483;82036926	82035737;82036600;82037452	+;+;+	806	13362	10509	15037	26622	1427	6660
1700010J16Rik	chr10;chr10;chr10;chr10;chr10;chr10;chr10	112726926;112734873;112756426;112757219;112759467;112782689;112785443	112726980;112735003;112756572;112757411;112759609;112782749;112785599	+;+;+;+;+;+;+	887	0	0	0	0	0	0
Cep97	chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16	55899888;55911555;55914857;55918538;55919403;55922071;55922927;55924361;55924361;55924361;55924969;55924969;55924969;55927721;55927721;55927721;55927721;55930466;55930466;55930466;55930466;55934753;55934753;55934753;55934753	55905869;55911630;55915631;55918662;55919567;55922237;55923040;55924850;55925070;55924679;55925070;55925070;55925070;55927879;55927879;55927879;55927879;55930608;55930608;55930608;55930608;55934848;55934848;55934848;55934848	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8512	1080	1506	987	1558	1040	953
Tlr5	chr1;chr1;chr1;chr1	182954788;182969014;182972371;182973171	182954882;182969141;182972472;182976044	+;+;+;+	3199	1040	1024	871	1286	1302	970
Tbc1d19	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	53809627;53829350;53830455;53832970;53835172;53836596;53837924;53838127;53846201;53848162;53849838;53856848;53860144;53872253;53874887;53883662;53887354;53889316;53896991;53901577;53903332	53809858;53829422;53830500;53833045;53835246;53836659;53837970;53838237;53846273;53848200;53849950;53856922;53860206;53872337;53874931;53883694;53887463;53889407;53897106;53901647;53904380	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2688	2856	4722	2909	5499	2690	3733
Kcnj16	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	110968033;110968033;110986430;110997487;111019585;111023860;111024409;111024409;111024409;111024409;111024409	110968095;110968095;110986510;110997597;111019676;111023980;111027967;111027967;111027967;111027967;111027967	+;+;+;+;+;+;+;+;+;+;+	4027	2	0	0	0	0	0
E030018B13Rik	chr7;chr7;chr7	63916857;63919240;63919953	63917095;63919428;63920539	+;+;+	1015	5	6	3	11	5	4
Gsg1	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	135237330;135237330;135237330;135240073;135240073;135240073;135241245;135241245;135241245;135242051;135242051;135242051;135244081;135244081;135244081;135247834;135253273;135254133;135254133	135237745;135237745;135237745;135240184;135240184;135240184;135241397;135241397;135241397;135242221;135242221;135242221;135244399;135244399;135244399;135247884;135253332;135254336;135254336	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1486	4	4	0	8	0	3
Gm3716	chr5;chr5;chr5;chr5	64593863;64601982;64610100;64610513	64596323;64602149;64610155;64610699	-;-;-;-	2872	1754	3730	1235	894	1429	1991
A330102I10Rik	chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13	29014414;29016255;29016255;29016255;29016710;29016710;29016710;29023176;29023176;29023176;29023176;29023631;29023631;29028422;29028422;29028422;29030158;29039943;29039943	29014534;29016391;29016391;29016391;29016879;29016879;29016879;29023212;29023212;29023212;29023212;29023723;29023723;29028469;29028804;29028804;29030241;29040336;29040336	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1419	0	0	0	3	8	3
3830432H09Rik	chr1;chr1;chr1;chr1	119529480;119534978;119535762;119536063	119531596;119535022;119535910;119536165	-;-;-;-	2414	3	2	7	8	8	6
Aar2	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	156547576;156547576;156549885;156550649;156550649;156555827;156555827;156566865;156566865	156547883;156547883;156550027;156551449;156551449;156556056;156556056;156568972;156568972	+;+;+;+;+;+;+;+;+	3590	1102	1534	1283	1860	1770	1699
Mto1	chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9	78448210;78449419;78449718;78452764;78457210;78457416;78457917;78460833;78461520;78464884;78470631;78473790	78448510;78449618;78449835;78453053;78457322;78457606;78458047;78461037;78461691;78465002;78470791;78474152	+;+;+;+;+;+;+;+;+;+;+;+	2364	1006	1174	933	1237	1953	1947
Yju2	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	55959187;55960713;55962019;55964130;55964486;55965169;55966508;55967528	55959261;55960813;55962163;55964264;55964667;55965289;55966637;55967951	+;+;+;+;+;+;+;+	1313	619	703	661	822	815	920
Klrc3	chr6;chr6;chr6;chr6;chr6	129639085;129639529;129641396;129642710;129643120	129639202;129639629;129641571;129642811;129643288	-;-;-;-;-	666	0	0	0	0	0	2
Vmn1r91	chr7	20101158	20102081	+	924	0	0	0	0	0	0
Vmn1r224	chr17	20419163	20420059	+	897	0	0	0	0	0	0
